SRA	SRX	MGI	old	new
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX248767	HIRA ChIP|HeLa	Utr@ HeLa?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX248766	ASF1a ChIP|HeLa	Utr@ HeLa?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX248765	HA.H3.3.input|HeLa	Utr@ HeLa?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX248764	HA.H3.3.faire|HeLa	Utr@ HeLa?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX248763	HA.H3.3 ChIP|HeLa	Utr@ HeLa?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX246955	HT1080|HT1080_Input_DNA|Fibrosarcoma cells	Bon@ HT-1080?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX246954	HT1080|HT1080_XPD_ChIP_Seq|Fibrosarcoma cells	Bon@ HT-1080?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX246953	HT1080|HT1080_XPB_ChIP_Seq|Fibrosarcoma cells	Bon@ HT-1080?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX246864	MDA231|MDA231_H3K4_me3	Brs@ MDA-MB-231?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX246863	MDA231|MDA231_H3K4_input	Brs@ MDA-MB-231?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX246862	MDA231|MDA231_MBD3	Brs@ MDA-MB-231?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX246861	MDA231|MDA231_MBD3_input	Brs@ MDA-MB-231?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX246860	MCF-7|MCF-7_MBD3	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX246859	MCF-7|MCF-7_MBD3_input	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX245743	HeLa|HeLa cells, input	Utr@ HeLa?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX245742	HeLa|HeLa cells, RNA Pol II ChIP	Utr@ HeLa?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX245741	HeLa|HeLa cells, Miz1 ChIP	Utr@ HeLa?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX245740	HeLa|HeLa cells, Myc ChIP	Utr@ HeLa?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX244192	OCI-Ly7_input|OCI-Ly7 lymphoma cells	Bld@ OCI-LY-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX244191	OCI-Ly7_BCL6|OCI-Ly7 lymphoma cells	Bld@ OCI-LY-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX244190	OCI-Ly7_BACH2|OCI-Ly7 lymphoma cells	Bld@ OCI-LY-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX237291	HeLa cells transfected with empty vector|HeLa-S3 cells	Utr@ HeLa?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX236118	Kasumi-1 cells|Input DNA for LMO2 ChIP-seq|Hematopoietic|Acute myeloid leukemia	Bld@ Kasumi-1?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX236117	Kasumi-1 cells|LMO2 ChIP-seq|Hematopoietic|Acute myeloid leukemia	Bld@ Kasumi-1?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX236116	Kasumi-1 cells|Input DNA for HEB and E2A ChIP-seq|Hematopoietic|Acute myeloid leukemia	Bld@ Kasumi-1?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX236115	Kasumi-1 cells|E2A ChIP-seq|Hematopoietic|Acute myeloid leukemia	Bld@ Kasumi-1?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX236114	Kasumi-1 cells|HEB ChIP-seq|Hematopoietic|Acute myeloid leukemia	Bld@ Kasumi-1?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX236113	Kasumi-1 cells|Input DNA for AML1-ETO ChIP-seq|Hematopoietic|Acute myeloid leukemia	Bld@ Kasumi-1?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX236112	Kasumi-1 cells|AML1-ETO ChIP-seq|Hematopoietic|Acute myeloid leukemia	Bld@ Kasumi-1?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX235609	HEK293T RAD21cv|Input ChIP-seq, RAD21cv HEK293, TEV Treated	Kid@ 293?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX235608	HEK293T RAD21cv|Smc3 ChIP-seq, RAD21cv HEK293, TEV Treated	Kid@ 293?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX233463	breast carcinoma cell line MCF-7|MCF-7	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX222275	Prostate cancer cell line|NCI H660 cell line	Prs@ NCI-H660?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX222274	Prostate cancer cell line overexpressing ERa|VCaP ERa cell line	Prs@ VCaP?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX220830	IMR90|IMR90 human fetal lung fibroblast cells, Rb shRNA, senescent, H3K4me3 ChIP|human fetal lung fibroblast cell line	Lng@ IMR-90?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX220829	IMR90|IMR90 human fetal lung fibroblast cells, senescent, H3K4me3 ChIP|human fetal lung fibroblast cell line	Lng@ IMR-90?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX220828	IMR90|IMR90 human fetal lung fibroblast cells, quiescent, H3K4me3 ChIP|human fetal lung fibroblast cell line	Lng@ IMR-90?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX220827	IMR90|IMR90 human fetal lung fibroblast cells, growing, H3K4me3 ChIP|human fetal lung fibroblast cell line	Lng@ IMR-90?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX213875	MCF7|MCF7_p300_ChIP|breast cancer cells	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX213874	MCF7|MCF7_Input_control (for p300)|breast cancer cells	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX212646	RPMI-8402|RPMI-8402_Input|T-lymphoblastic leukemia (T-ALL)	Bld@ RPMI 8402?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX212645	RPMI-8402|RPMI-8402_ZFX_ChIPSeq|T-lymphoblastic leukemia (T-ALL)	Bld@ RPMI 8402?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX212644	NOMO-1|NOMO-1_Input|Acute myeloid leukemia (AML)	Bld@ NOMO-1?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX212643	NOMO-1|NOMO-1_ZFX_ChIPSeq|Acute myeloid leukemia (AML)	Bld@ NOMO-1?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX212376	EPT1 cells|EPT1 cells|prostate cell model	Prs@ EP156T?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX212375	EP156T cells|EP156T cells|prostate cell model	Prs@ EP156T?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX212169	HL60|MLL wildtype human AML	Bld@ HL-60?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX212168	MOLM-13|MLL-AF9 positive human AML	Bld@ MOLM-13?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX212167	ML2|MLL-AF6 positive human AML	Bld@ ML-2?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX209673	human fetal (gestational week 20) cortex|human cortex|fetal (gestational week 20)	Neu@ Fetal brain?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX206836	Jurkat Trex (Invitrogen)|Jurkat_input	Bld@ Jurkat?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX206835	Jurkat Trex (Invitrogen)|Jurkat_RUNX1_ChIP	Bld@ Jurkat?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX204180	WI38|ras_PIASy_ChIPSeq|primary fibroblasts	Lng@ WI-38?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX204179	WI38|prolif_PIASy_ChIPSeq|primary fibroblasts	Lng@ WI-38?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX204178	WI38|ras_H3K9me3_ChIPSeq|primary fibroblasts	Lng@ WI-38?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX204177	WI38|ras_H3K27me3_ChIPSeq|primary fibroblasts	Lng@ WI-38?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX204176	WI38|ras_H3K4me3_ChIPSeq|primary fibroblasts	Lng@ WI-38?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX204175	WI38|ras_PolII_ChIPSeq|primary fibroblasts	Lng@ WI-38?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX204174	WI38|ras_Ubc9_ChIPSeq|primary fibroblasts	Lng@ WI-38?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX204173	WI38|ras_SUMO2_ChIPSeq|primary fibroblasts	Lng@ WI-38?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX204170	WI38|ras_input_DNA|primary fibroblasts	Lng@ WI-38?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX204169	WI38|prolif_H3K9me3_ChIPSeq|primary fibroblasts	Lng@ WI-38?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX204168	WI38|prolif_H3K27me3_ChIPSeq|primary fibroblasts	Lng@ WI-38?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX204167	WI38|prolif_H3K4me3_ChIPSeq|primary fibroblasts	Lng@ WI-38?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX204166	WI38|prolif_PolII_ChIPSeq|primary fibroblasts	Lng@ WI-38?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX204165	WI38|prolif_Ubc9_ChIPSeq|primary fibroblasts	Lng@ WI-38?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX204164	WI38|prolif_SUMO2_ChIPSeq|primary fibroblasts	Lng@ WI-38?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX204161	WI38|prolif_input_DNA|primary fibroblasts	Lng@ WI-38?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX204109	Human neonatal epidermis_Wdr5_ChIP|human differentited primary keratinocytes (NHEK)	Epd@ NHEK?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX204108	Human neonatal epidermis_input|human differentited primary keratinocytes (NHEK)	Epd@ NHEK?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX204107	Human neonatal epidermis_Grhl3 ChIP|human differentited primary keratinocytes (NHEK)	Epd@ NHEK?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX203399	Chromatin IP against RNAPII in MM.1S (500 nM JQ1) for 12022011_B0A1WABXX*|Plasma cell	Bld@ Plasma Cells?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX203398	Whole cell extract from MM.1S cells (500 nM JQ1) for 12022011_B0A1WABXX*|Plasma cell	Bld@ Plasma Cells?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX203397	Whole cell extract from MM.1S cells (500 nM JQ1)|Plasma cell	Bld@ Plasma Cells?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX203396	Chromatin IP against Med1 in MM1S Rep2|Plasma cell	Bld@ MM.1S?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX203395	Chromatin IP against Med1 in MM.1S (500 nM JQ1)|Plasma cell	Bld@ Plasma Cells?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX203394	Chromatin IP against Max in MM.1S (500 nM JQ1) for 12022011_B0A1WABXX*|Plasma cell	Bld@ Plasma Cells?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX203393	Chromatin IP against H3K4me3 in MM.1S (500 nM JQ1) for 12022011_B0A1WABXX*|Plasma cell	Bld@ Plasma Cells?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX203392	Chromatin IP against H3K27ac in MM.1S (500 nM JQ1) for 12022011_B0A1WABXX*|Plasma cell	Bld@ Plasma Cells?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX203391	Chromatin IP against CDK9 in MM.1S (DMSO) for 12022011_B0A1WABXX*|Plasma cell	Bld@ Plasma Cells?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX203390	Chromatin IP against CDK9 in MM.1S (500 nM JQ1) for 12022011_B0A1WABXX*|Plasma cell	Bld@ Plasma Cells?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX203389	Chromatin IP against c-Myc in MM.1S (500 nM JQ1)|Plasma cell	Bld@ Plasma Cells?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX203388	Chromatin IP against Brd4 in MM.1S (DMSO)|Plasma cell	Bld@ Plasma Cells?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX203387	Chromatin IP against Brd4 in MM.1S (500 nM JQ1)|Plasma cell	Bld@ Plasma Cells?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX201809	Primary Tissue|Heart|Washington University, St. Louis|None	CDV@ Heart?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX201793	Primary Tissue|Fetal Ovary|UW|None	Gon@ Ovary?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX201298	HSMMtube|HSMMtube|skeletal muscle myotubes differentiated from the HSMM cell line|mesoderm	Myo@ HSMM?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX201295	bone_marrow_HS27a|bone_marrow_HS27a|HS27a Human Marrow Stromal Cells are fibroblastoid cells immortalized with HPV16 E6/E7 genes as described in Roecklein and Torok-Storb, 1995 Blood 85:997-1005, insert DNA is LXSN-16 E6E7 packaged in PA31.	Bon@ HS-27A?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX201292	CD4+_Naive_Wb78495824|CD4+_Naive_Wb78495824|CD4+ naive sorted cells, donor is Causasian, female 35 year old, primary pheresis of single normal subject|mesoderm	Bld@ CD4+?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX201280	CD34+_Mobilized|CD34+_Mobilized|hematopoietic progenitor cells- mobilized, from donor RO01679.	Bld@ CD34 Hematopoietic stem cells?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX201273	HPAEC|HPAEC|pulmonary artery endothelial cells.|mesoderm	CDV@ HPAEC?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX201270	Th1|Th1|primary Th1 T cells|mesoderm	Bld@ Th1 Cells?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX201260	HBVP|HBVP|brain vascular pericytes|mesoderm	CDV@ HBVP?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX201256	bone_marrow_HS5|bone_marrow_HS5|HS5 Human Marrow Stromal Cells are fibroblastoid cells immortalized with HPV16 E6/E7 genes as described in Roecklein and Torok-Storb, 1995 Blood 85:997-1005, insert DNA is LXSN-16 E6E7 packaged in PA31.	Oth@ HS-5?2
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX201251	Treg_Wb83319432|Treg_Wb83319432|T regulatory cells in vivo isolation, donor is Caucasian, male 28 year old, primary pheresis of single normal subject|mesoderm	Bld@ T-Lymphocytes, Regulatory?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX201250	Th2_Wb33676984|Th2_Wb33676984|Th2 cells in vivo isolation, donor is Asian, female 26 year old, primary pheresis of single normal subject|mesoderm	Bld@ Th2 Cells?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX200041	AG08470|normal skin biopsy, input|fibroblasts|skin biopsy	Epd@ AG08470?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX200040	AG08470|normal skin biopsy, H3K27me3 ChIP|fibroblasts|skin biopsy	Epd@ AG08470?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX199861	GM12872|GM12872|B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1459, treatment: Epstein-Barr Virus transformed|mesoderm	Bld@ GM12872?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX199857	GM12873|GM12873|B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1459, treatment: Epstein-Barr Virus transformed|mesoderm	Bld@ GM12873?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX196105	Confluent preadipocyte SGBS cell line|preadipocyte	Adp@ SGBS?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX194581	MCF7|TLE3_ChIP	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX194580	MCF7|RXRA_ChIP	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX194579	MCF7|IgG_ChIP	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX194578	MCF7|KLF4_ChIP	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX194577	MCF7|COT2_ChIP	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX194576	MCF7|GREB1_XENO_ChIP	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX194575	MCF7|ER_XENO_ChIP	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX194568	MCF7|INPUT	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX194567	MCF7|E2F4_ICI_ChIP	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX194566	MCF7|E2F4_TAM_ChIP	Brs@ MCF-7?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX194192	HEK293T|Human embryonic kidney cells, pull-down of GST-tagged TET3 CXXC domain protein|embryonic kidney cells	Kid@ 293?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX193606	HGF|HGF|gingival fibroblasts	Oth@ HGF?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX193605	HMVEC-dLy-Neo|HMVEC-dLy-Neo|neonatal lymphatic microvascular endothelial cells, dermal-derived|mesoderm	CDV@ HMVEC?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX193604	HMVEC-dBl-Neo|HMVEC-dBl-Neo|neonatal blood microvascular endothelial cells, dermal-derived|mesoderm	CDV@ HMVEC?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX193601	HMVEC-LLy|HMVEC-LLy|lymphatic microvascular endothelial cells, lung-derived|mesoderm	CDV@ HMVEC?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX193592	HIPEpiC|HIPEpiC|iris pigment epithelial cells|ectoderm	Oth@ HIPEpiC?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX193591	HMVEC-LBl|HMVEC-LBl|blood microvascular endothelial cells, lung-derived|mesoderm	CDV@ HMVEC?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX193588	HA-h|HA-h|astrocytes-hippocampal|ectoderm	Neu@ HA-h?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX193586	HSMM|HSMM|skeletal muscle myoblasts|mesoderm	Myo@ HSMM?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX193432	A549|lung adenocarcinoma cells:A549, the histone was h3k9ac,treated by tgf-beta+sorafenib	Lng@ A549?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX193431	A549|lung adenocarcinoma cells:A549, the histone was h3k9me3,treated by tgf-beta+sorafenib	Lng@ A549?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX193430	A549|lung adenocarcinoma cells:A549, the histone was h3k4me3,treated by tgf-beta+sorafenib	Lng@ A549?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX193429	A549|lung adenocarcinoma cells:A549, the histone was h3k27me3,treated by tgf-beta+sorafenib	Lng@ A549?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX193428	A549|lung adenocarcinoma cells:A549, the histone was h3k9ac,treated by tgf-beta	Lng@ A549?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX193427	A549|lung adenocarcinoma cells:A549, the histone was h3k9me3,treated by tgf-beta	Lng@ A549?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX193426	A549|lung adenocarcinoma cells:A549, the histone was h3k4me3,treated by tgf-beta	Lng@ A549?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX193425	A549|lung adenocarcinoma cells:A549, the histone was h3k27me3,treated by tgf-beta	Lng@ A549?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX193424	A549|lung adenocarcinoma cells:A549, the histone was h3k9ac,without treated	Lng@ A549?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX193423	A549|lung adenocarcinoma cells:A549, the histone was h3k9me3,without treated	Lng@ A549?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX193422	A549|lung adenocarcinoma cells:A549, the histone was h3k4me3,without treated	Lng@ A549?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX193421	A549|lung adenocarcinoma cells:A549, the histone was h3k27me3,without treated	Lng@ A549?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX190767	Primary Tissue|Psoas Muscle|N/A|iron deficiency, bipolar	Myo@ Muscles?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX190765	Primary Tissue|Gastric|N/A|iron deficiency, bipolar	Dig@ Gastric primary sample?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX190406	A375|A375|pigmented melanoma	Epd@ A-375?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX190329	H1-neurons|H1-neurons|neurons derived from H1 embryonic stem cells, newly promoted to tier 2: not in 2011 analysis|ectoderm	H1-neurons|H1-neurons|neurons derived from H1 embryonic stem cells, newly promoted to tier 2: not in 2011 analysis|ectoderm
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX190253	PFSK-1|PFSK-1|neuroectodermal cell line derived from a cerebral brain tumor, (PMID: 1316433)|ectoderm	PFSK-1|PFSK-1|neuroectodermal cell line derived from a cerebral brain tumor, (PMID: 1316433)|ectoderm
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189431	Adult_CD4_Th1|Adult_CD4_Th1|CD4+ cells isolated from human blood and enriched for Th1 populations|mesoderm	Bld@ CD4-Positive T-Lymphocytes?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189427	iPS_NIHi7|iPS_NIHi7|iPS cells derived from AG08395 fibroblast	PSC@ iPS cells?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189424	RWPE1|RWPE1|prostate epithelial	Prs@ RWPE-1?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189414	Olf_neurosphere|Olf_neurosphere|Human olfactory neurosphere-derived cells from mucosal biopsies	Neu@ Olf neurosphere?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189413	Cerebellum_OC|Cerebellum_OC|Primary frozen cerebellum tissue from NICHD donor IDs 1104 (Rep B1), 602 (Rep B2), 1442 (Rep B3), all Caucasian	Neu@ Adult brains?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189412	Monocytes-CD14+|Monocytes-CD14+|Monocytes-CD14+ are CD14-positive cells from human leukapheresis production, from donor RO 01746 (draw 1 ID is RO 01746, draw 2 ID is RO 01826), newly promoted to tier 2: not in 2011 analysis|mesoderm	Bld@ Monocytes-CD14+?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189409	GC_B_cell|GC_B_cell|Germinal center B cells (CD77+) isolated from de-identified tonsillectomy	Bld@ B-Lymphocytes?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189408	Cerebrum_frontal_OC|Cerebrum_frontal_OC|Primary frozen frontal cerebrum tissue from NICHD donor IDs 1104 (Rep B1), 602 (Rep B2), 1442 (Rep B3), all Caucasian	Neu@ Adult brains?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189407	Medullo_D341|Medullo_D341|Medulloblastoma cell line of neuron or neuron precurosr origin	Neu@ D341 Med?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189405	FibroP_AG08395|FibroP_AG08395|fibroblasts taken from individuals with Parkinson's disease	Epd@ FibroP?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189403	HEK293T|HEK293T|embryonic kidney that expresses SV40 large T antigen, HEK293 (ATCC number CRL-1573) is the parental cell line|mesoderm	Kid@ 293?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189402	Adult_CD4_Th0|Adult_CD4_Th0|CD4+ cells isolated from human blood and enriched for Th0 populations|mesoderm	Bld@ CD4-Positive T-Lymphocytes?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189401	Colo829|Colo829|malignant melanoma	Dig@ COLO 829?1
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189400	iPS_CWRU1|iPS_CWRU1|iPS cells derived from MSC658 fibroblast	PSC@ iPS cells?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189399	iPS_NIHi11|iPS_NIHi11|iPS cells derived from AG20443 fibroblast	PSC@ iPS cells?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189396	Frontal_cortex_OC|Frontal_cortex_OC|Primary ventromedial prefrontal cortex, from KPBBB donor IDs 673 (Rep B1) and 913 (Rep B2)	Neu@ Prefrontal Cortex?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189392	FibroP_AG08396|FibroP_AG08396|fibroblasts taken from individuals with Parkinson's disease	Epd@ FibroP?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189391	FibroP_AG20443|FibroP_AG20443|fibroblasts taken from individuals with Parkinson's disease	Epd@ FibroP?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189390	Psoas_muscle_OC|Psoas_muscle_OC|Primary frozen psoas muscle tissue from NICHD donor IDs 1104 (Rep B1 DNase), 602 (Rep B2 DNase), 1442 (Rep B3 DNase), 1540 (Rep B1), 1863 (Rep B2 FAIRE)	Myo@ Muscles?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189387	Naive_B_cell|Naive_B_cell|Naive B cells (IgD+) isolated from de-identified tonsillectomy	Bld@ B-Lymphocytes?3
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189252	H9 hESC	PSC@ hESC H9?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX189250	H9 hESC|DOX-damaged induced hESC	PSC@ hESC H9?0
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188970	Medullo	Neu@ Medullo?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188969	Medullo|Medullo|medulloblastoma (aka D721), surgical resection from a patient with medulloblastoma as described by Darrell Bigner (1997)|ectoderm	Neu@ Medullo?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188968	GM10248	Bld@ GM10248?4
1	1	http://www.ncbi.nlm.nih.gov/sra?term=SRX188965	Colon_OC|Colon_OC|Primary frozen colon tissue from NCTC donor IDs 10-0005A (Rep B1) and 10-0170A (Rep B2), African American and caucasian	Dig@ Colon?4
